File Path;Name;Description;Family;Number;Background;Shaped
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_32.png;Spectrum Taurine Can;A vibrant bull encapsulated in liquid artistry.;bull;32;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_33.png;Bovine Spectrum Can;A vibrant highland cow emerges from a kaleidoscope can.;bull;33;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_34.png;Spectrum Steer Can;A vibrant bull, canned in colors.;bull;34;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_35.png;Mystic Can Guardian;An enigmatic protector emerges, embodying the ancient can's spirit.;monster;35;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_36.png;Totem Energy Drink;A vibrantly monstrous thirst-quencher.;monster;36;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_37.png;Enchanted Emberling Totem;Mystical totem sprouting life and fire.;monster;37;Styled;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_38.png;Mystic Arbor Guardian;Enchanting forest sentinel.;monster;38;Styled;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_39.png;Cerebral Brew Monster;Enigmatic elixir guardian.;monster;39;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_40.png;Mystic Flame Keeper;Guardian of ancient infernal wisdom.;monster;40;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_41.png;Mystical Autumn Guardian;Enigmatic entity amidst fall foliage.;monster;41;Styled;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_42.png;Mystic Brew Guardian 1;Enchanted can be a sentient gaze.;monster;42;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_43.png;Mythical Brew Guardian;An ethereal, vibrant guardian emerges, ensnaring imagination in aluminum.;monster;43;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_44.png;Mystic Fizz Guardian;Enchanted elixir's whimsical protector.;monster;44;Styled;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_45.png;Chromatic Creature Can;Vibrant monster-populated beverage container.;monster;45;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_46.png;Eldritch Soda Cryptid;Mystical creatures captured in vibrant artistry.;monster;46;Styled;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_47.png;Enchanted Elixir Guardian;The mysterious protector of the mystical brew awakened from the can's vibrant curse.;monster;47;Styled;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_48.png;Mystic Brew Guardian 2;Enigmatic sentinel of flavor.;monster;48;Styled;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_49.png;Cryptic Can Critter;Enigmatic beverage guardian.;monster;49;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_50.png;Mystic Gaze Soda 3;Enchanted vessel with a whimsical charm.;monster;50;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_51.png;Mystic Brew Guardian 3;Enchanted elixir's fierce protector.;monster;51;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_52.png;Bubbly Scales Sparkle;Quirky fizz-guardian of joy!;monster;52;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_53.png;Aqua Fang Brew;Quenching monstrous thirsts.;monster;53;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_54.png;Mystic Brew Beast;A vibrant creature encapsulated in an arcane potion!;monster;54;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_55.png;Ferocious Fizz Fiend 5;Monstrous soda can erupt with wild, untamed flavor!;monster;55;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_56.png;Mystic Soda Guardian;Enchanted can protect mystical realms.;monster;56;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_57.png;Tiki Can Terror;An animated can personifies primal fear.;monster;57;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_58.png;Totemic Thirst Sentinel;Ancient guardians unleashed, thirsting for souls.;monster;58;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_59.png;Azure Guardian Grin;Mystical totem creature with an enigmatic smile.;monster;59;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_60.png;Azurite Dragon Totem;Mystical guardian unleashed.;monster;60;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_61.png;Totemic Thirst Quencher;Ancient thirst, modern vessel.;monster;61;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_62.png;Aqua Totem Thirst;Mystic thirst-quenching relic.;monster;62;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_63.png;Tiki Giggle Goblet;Eccentric laughter incarnate.;monster;63;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_64.png;Chimeric Soda Chuckle;An enigmatic jar's laughter echoes, weaving mystic tales.;monster;64;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_65.png;Azure Mystic Grin;An enigmatic smile illuminates ancient secrets.;monster;65;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_66.png;Flamehorn Soda;Fiery-eyed bovine graces this can, merging wild spirit with urban chic.;bull;66;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_67.png;Mystic Flora Bull;An enchanting bovine amid autumn's whisper.;bull;67;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_68.png;Mythic Brew Bull;A mystical bull adorned with vibrant, swirling patterns—imbued with the spirit of ancient legends.;bull;68;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_69.png;Mystic Flame Bull;Ethereal beast captured in flames.;bull;69;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_70.png;Spectrum Bovine Brew;A fusion of vibrant hues and stoic bovine mystique, canned.;bull;70;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_71.png;Cosmic Monster Soda;Mystical vessel pulsing with stardust energy.;monster;71;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_72.png;Abyssal Soda Totem;Enigmatic totem art encapsulated in a can.;monster;72;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_73.png;Ferocious Fizz Monster;Ancient thirst unleashed.;monster;73;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_74.png;Ferocious Fizz Guardian 2;A can with a monstrous spirit, guarding an effervescent secret.;monster;74;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_75.png;Ferocious Fizz Fiend 6;A vibrant, monster-wrapped can.;monster;75;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_76.png;Abyssal Beverage Behemoth;A vibrant, monstrous can with a threatening, yet whimsical, demeanor.;monster;76;Plain;Yes
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_77.png;Feral Fizz Monster;An untamed refreshment beast unleashed.;monster;77;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_78.png;Enchanted Frost Spirit;A whimsical being celebrates amidst a vibrant wintery dreamscape.;snowman;78;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_79.png;Cosmic Joy Emissary;A mystical being radiates happiness across vibrant, otherworldly vistas.;snowman;79;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_80.png;Cosmic Soda Sprite 2;A whimsical creature nestled in an effervescent universe-in-a-can.;snowman;80;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_81.png;Cosmic Sprout Canopy;A whimsical entity basks in a vibrant, cosmic garden.;snowman;81;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_82.png;Celestial Dreamer's Brew;A whimsical entity toasts the cosmos from an enchanted can.;snowman;82;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_83.png;Citrus Monster Brew;Fierce flavor unleashed!;monster;83;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_84.png;Ferocious Fizz Guard;Thirst-quenching defender arises from the carbonated depths.;monster;84;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_85.png;Mystic Feathered Brew;Enigmatic owl can adorned in vibrant plumage art.;monster;85;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_86.png;Cansaurus Vibrant Roar;Vibrant beast unleashed from a can.;monster;86;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_87.png;Cosmic Soda Sentinel;A quirky guardian in an effervescent cosmos.;snowman;87;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_88.png;Frosty Can Fable;A whimsical soda creature captivating frosty friends.;snowman;88;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_89.png;SodaPeak Gleefulness;A can's mountainous grin.;snowman;89;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_90.png;Cosmic Smiles Can;An otherworldly beverage, brimming with joyous cosmic vistas.;snowman;90;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_91.png;Celestial Sprout Harmony;Mystic creatures bask in stellar serenity.;snowman;91;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_92.png;Cosmic Kinship Soda;Alien family amidst celestial swirls.;snowman;92;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_93.png;Cosmic Kindred Spirits;Intergalactic family amidst cosmic waves, a glimpse into alien unity.;snowman;93;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_94.png;Galactic Dreamscape Ale;A cosmic brew, swirling with stardust and whimsy.;snowman;94;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_95.png;Mirthful Nature's Can;Vivid, whimsical flora dance under a moonlit sky.;snowman;95;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_96.png;Cosmic Canopy Cascade;Surreal worlds unfurl in vibrant liquid dreams.;snowman;96;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_97.png;Cosmic Sodapop Visions;A mystical journey in a can, where galaxies meet soda fizz.;snowman;97;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_98.png;Fizzy Monster Mirth;A jolly can-creature frolics in a wintery sprite night.;snowman;98;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_99.png;Monster Soda Surprise 2;An animated soda can unveils a playful creature within a mystical landscape.;snowman;99;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_100.png;Soda Monster Mirth;Quirky creature's canned joy!;snowman;100;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_101.png;Gulp Monster Can;The thirst-quenching terror unleashed.;snowman;101;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_102.png;Cosmic Soda Peaks;Fizzing with cosmic chill.;snowman;102;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_103.png;Fizzy Peak Elixir;Enchanted soda can beneath a starlit sky.;snowman;103;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_104.png;Mountain Murmur Mirth;A whimsical can encapsulate laughter and landscape.;snowman;104;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_105.png;Mirthful Monster Mash;A playful clash of vibrant, quirky characters in a can!;snowman;105;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_106.png;Monster Soda Surprise 1;Quirky can creature bubbling with fun!;snowman;106;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_107.png;Thirsty Monster Fizz;Quenching monstrous thirsts!;snowman;107;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_108.png;Aqua Monster Brew;Sip into the abyss.;snowman;108;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_109.png;Fizzing Monster Brew;An eccentric creature oozing with a lively personality!;snowman;109;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_110.png;Aqua Serenade Soda;Enchanted marine life dances under a moonlit symphony.;snowman;110;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_111.png;Cosmic Soda Nebula;A vibrant can where cosmic waves and a cheerful star converge.;snowman;111;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_112.png;Enchanted Cosmic Bloom;A vibrant can art, where cosmic whimsy meets flora.;snowman;112;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_113.png;Cosmic Sodapop Dreams;Whimsical beverages can teem with vibrant, dreamlike fantasy.;snowman;113;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_114.png;Monstrous Mirth Can;Vibrant canister harboring a jovial beast within.;monster;114;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_115.png;Cosmic Soda Sprite 1;An interstellar soda-can entity frolics amidst snowy peaks.;snowman;115;Styled;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_116.png;Arctic Essence Soda 1;Majestic polar sentinel, forever encased.;polar bear;116;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_117.png;Arctic Sentinel Brew 1;A polar guardian's icy gaze, encapsulated in frosted metal.;polar bear;117;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_118.png;Arctic Sentinel Can 1;Majestic polar bear guardian, encapsulated in icy serenity.;polar bear;118;Plain;No
https://nftstorage.link/ipfs/bafybeifqxsegwfcwusihwelfsagrsanbqjmckwlfr7i3lx72f27lu5l34y/SodaCan_119.png;Chilled Arctic Sentinel;An imposing polar bear stands guard within a frosty canister.;polar bear;119;Styled;No
